,DATE_ONLY,HOUR,WIND_DIRECTION,WIND_SPEED,TEMPERATURE,INDOOR_TEMP,HUMIDITY
0,2022-01-01,0,222.5,32.25,23.675,24.26,67.39205876841262
1,2022-01-01,1,180.0,15.0,23.3,24.34,
2,2022-01-01,2,180.0,26.0,23.3,23.45,
3,2022-01-01,3,140.0,21.0,22.8,22.3,
4,2022-01-01,4,180.0,15.0,22.2,23.72,
5,2022-01-01,5,250.0,26.0,22.8,24.21,68.39161972915635
6,2022-01-01,6,,,,24.59,
7,2022-01-01,7,,,,24.38,
8,2022-01-01,8,,,,25.21,
9,2022-01-01,9,,,,24.31,
10,2022-01-01,10,,,,24.31,
11,2022-01-01,11,,,,24.91,
12,2022-01-01,12,,,,26.25,80.48113189139511
13,2022-01-01,13,220.0,21.0,19.177777777777777,23.73,
14,2022-01-01,14,,,,24.71,
15,2022-01-01,15,,,,23.53,
16,2022-01-01,16,,,,24.01,
17,2022-01-01,17,203.33333333333334,15.0,19.099999999999998,24.31,
18,2022-01-01,18,202.5,22.0,19.725,24.65,64.23974258801178
19,2022-01-01,19,130.0,36.0,23.9,25.36,
20,2022-01-01,20,150.0,51.0,25.6,23.16,
21,2022-01-01,21,150.0,41.0,26.1,23.97,
22,2022-01-01,22,120.0,57.0,27.8,23.34,
23,2022-01-01,23,130.0,57.0,26.7,24.02,
24,2022-01-02,0,125.0,69.5,26.7,24.14,
25,2022-01-02,1,120.0,72.0,26.1,22.04,
26,2022-01-02,2,130.0,57.0,25.0,24.49,
27,2022-01-02,3,140.0,36.0,24.4,24.05,62.33838400926498
28,2022-01-02,4,170.0,21.0,23.3,21.92,
29,2022-01-02,5,210.0,15.0,22.8,24.12,
30,2022-01-02,6,147.5,22.0,23.025,22.94,
31,2022-01-02,7,,,,25.05,
32,2022-01-02,8,,,,23.98,
33,2022-01-02,9,,,,25.3,
34,2022-01-02,10,351.6363636363636,15.0,22.254545454545454,25.89,
35,2022-01-02,11,218.0,23.0,22.119999999999997,24.97,
36,2022-01-02,12,,,,24.21,
37,2022-01-02,13,190.0,21.0,20.0,25.02,
38,2022-01-02,14,230.0,26.0,20.0,26.12,
39,2022-01-02,15,,,,24.35,
40,2022-01-02,16,210.0,26.0,19.4,23.19,
41,2022-01-02,17,190.0,21.0,21.1,23.9,
42,2022-01-02,18,185.0,26.0,22.200000000000003,23.39,
43,2022-01-02,19,140.0,51.0,26.1,24.92,
44,2022-01-02,20,150.0,51.0,27.2,24.06,
45,2022-01-02,21,130.0,82.0,27.8,21.56,64.92505089773465
46,2022-01-02,22,130.0,67.0,29.4,23.55,
47,2022-01-02,23,110.0,62.0,27.8,23.18,
48,2022-01-03,0,105.0,62.0,26.700000000000003,21.5,70.98477532005091
49,2022-01-03,1,120.0,57.0,25.6,22.57,
50,2022-01-03,2,140.0,51.0,25.6,21.6,
51,2022-01-03,3,140.0,31.0,24.4,21.99,
52,2022-01-03,4,120.0,36.0,23.9,21.94,
53,2022-01-03,5,140.0,31.0,23.3,24.02,
54,2022-01-03,6,150.0,31.0,23.3,25.26,
55,2022-01-03,7,220.0,26.0,22.8,24.14,52.23500100611248
56,2022-01-03,8,160.0,21.0,22.2,26.31,
57,2022-01-03,9,,,,25.75,
58,2022-01-03,10,150.0,51.0,22.8,24.43,
59,2022-01-03,11,180.0,31.0,22.2,25.89,
60,2022-01-03,12,,,,26.01,
61,2022-01-03,13,120.0,15.0,21.1,25.04,
62,2022-01-03,14,220.0,36.0,21.7,24.08,
63,2022-01-03,15,230.0,15.0,21.1,23.71,
64,2022-01-03,16,210.0,21.0,21.1,24.42,
65,2022-01-03,17,100.0,26.0,21.7,23.05,
66,2022-01-03,18,120.0,26.0,22.5,25.19,
67,2022-01-03,19,150.0,21.0,24.4,24.12,73.83766036367227
68,2022-01-03,20,120.0,46.0,26.1,22.24,
69,2022-01-03,21,130.0,31.0,26.1,21.69,69.2784790606053
70,2022-01-03,22,90.0,41.0,27.8,23.34,
71,2022-01-03,23,100.0,51.0,26.7,22.72,
72,2022-01-04,0,105.0,59.0,25.549999999999997,22.26,
73,2022-01-04,1,100.0,31.0,24.4,22.78,
74,2022-01-04,2,317.5,42.25,22.5,24.01,
75,2022-01-04,3,160.0,21.0,22.8,23.5,
76,2022-01-04,4,183.33333333333334,22.333333333333332,22.133333333333336,21.75,
77,2022-01-04,5,206.0,17.2,22.119999999999997,23.58,
78,2022-01-04,6,200.0,20.5,21.95,25.32,
79,2022-01-04,7,200.0,15.0,21.1,25.37,
80,2022-01-04,8,170.0,15.0,20.6,24.19,
81,2022-01-04,9,,,,25.27,
82,2022-01-04,10,120.0,21.0,18.9,25.2,
83,2022-01-04,11,230.0,31.0,18.9,25.91,
84,2022-01-04,12,185.0,28.5,18.6,25.4,
85,2022-01-04,13,220.0,21.0,18.9,24.65,
86,2022-01-04,14,140.0,26.0,17.2,25.62,
87,2022-01-04,15,170.0,15.0,16.7,25.93,
88,2022-01-04,16,,,,23.17,
89,2022-01-04,17,250.0,21.0,18.3,25.39,
90,2022-01-04,18,255.0,21.0,20.8,22.62,
91,2022-01-04,19,50.0,21.0,25.6,24.87,
92,2022-01-04,20,,,,22.49,
93,2022-01-04,21,,,,22.5,
94,2022-01-04,22,50.0,41.0,27.8,23.28,
95,2022-01-04,23,20.0,31.0,27.8,24.17,
96,2022-01-05,0,25.0,31.0,27.25,24.28,
97,2022-01-05,1,350.0,46.0,27.2,22.51,
98,2022-01-05,2,340.0,62.0,26.1,23.44,
99,2022-01-05,3,340.0,41.0,25.0,23.66,
100,2022-01-05,4,310.0,26.0,23.9,23.7,69.93087277032016
101,2022-01-05,5,240.0,21.0,22.8,21.95,
102,2022-01-05,6,240.0,23.5,22.25,24.95,
103,2022-01-05,7,240.0,26.0,21.1,23.8,
104,2022-01-05,8,240.0,31.0,20.6,25.51,
105,2022-01-05,9,,,,24.35,
106,2022-01-05,10,240.0,26.0,20.0,24.38,71.78612910560338
107,2022-01-05,11,230.0,31.0,19.4,25.66,
108,2022-01-05,12,230.0,31.0,19.4,24.04,
109,2022-01-05,13,220.0,26.0,19.4,23.87,
110,2022-01-05,14,230.0,31.0,18.9,25.67,
111,2022-01-05,15,240.0,31.0,18.9,25.97,66.11960178008034
112,2022-01-05,16,230.0,26.0,18.9,23.47,
113,2022-01-05,17,230.0,31.0,20.0,25.1,
114,2022-01-05,18,,,,24.88,
115,2022-01-05,19,50.0,21.0,26.1,25.46,
116,2022-01-05,20,10.0,31.0,27.2,23.59,
117,2022-01-05,21,360.0,26.0,26.7,22.88,
118,2022-01-05,22,360.0,41.0,27.2,22.07,
119,2022-01-05,23,30.0,31.0,27.2,23.7,
120,2022-01-06,0,25.0,33.5,26.95,23.95,55.0366816512871
121,2022-01-06,1,20.0,36.0,26.1,23.97,
122,2022-01-06,2,30.0,36.0,26.1,22.92,
123,2022-01-06,3,10.0,27.666666666666668,25.53333333333333,22.07,
124,2022-01-06,4,126.66666666666667,31.0,25.0,23.52,
125,2022-01-06,5,340.0,31.0,24.4,23.46,
126,2022-01-06,6,330.0,28.5,24.15,22.93,
127,2022-01-06,7,320.0,21.0,23.9,24.53,84.12569587490441
128,2022-01-06,8,220.0,21.0,22.2,24.45,
129,2022-01-06,9,,,,26.26,65.90676783020484
130,2022-01-06,10,230.0,21.0,21.1,23.98,
131,2022-01-06,11,,,,24.89,
132,2022-01-06,12,230.0,28.5,20.3,26.01,59.65367368048992
133,2022-01-06,13,240.0,31.0,20.0,23.75,
134,2022-01-06,14,230.0,21.0,19.4,24.81,
135,2022-01-06,15,230.0,31.0,19.4,24.44,63.437540495146536
136,2022-01-06,16,230.0,31.0,18.9,24.95,
137,2022-01-06,17,240.0,31.0,20.6,24.26,
138,2022-01-06,18,,,,23.8,
139,2022-01-06,19,20.0,36.0,26.1,23.57,
140,2022-01-06,20,360.0,41.0,26.7,23.62,
141,2022-01-06,21,10.0,46.0,26.7,21.72,
142,2022-01-06,22,10.0,41.0,26.7,23.89,
143,2022-01-06,23,10.0,57.0,26.7,23.82,
144,2022-01-07,0,10.0,51.5,26.7,22.73,
145,2022-01-07,1,10.0,51.0,26.7,23.03,58.50294617501949
146,2022-01-07,2,10.0,41.0,25.6,24.48,
147,2022-01-07,3,360.0,36.0,24.4,21.98,
148,2022-01-07,4,310.0,26.0,23.9,22.04,77.48546357138433
149,2022-01-07,5,280.0,21.0,23.3,23.61,
150,2022-01-07,6,,,,23.04,
151,2022-01-07,7,270.0,21.0,22.2,24.82,69.56729439697862
152,2022-01-07,8,252.0,20.6,21.919999999999998,25.67,
153,2022-01-07,9,,,,24.19,
154,2022-01-07,10,250.0,21.0,21.1,24.59,
155,2022-01-07,11,250.0,26.0,21.1,23.92,63.909983007716384
156,2022-01-07,12,240.0,23.5,21.1,26.33,66.06654845571107
157,2022-01-07,13,230.0,21.0,20.6,25.56,67.72434964022257
158,2022-01-07,14,240.0,21.0,20.0,24.22,
159,2022-01-07,15,230.0,26.0,19.4,23.93,
160,2022-01-07,16,240.0,26.0,19.4,22.75,
161,2022-01-07,17,240.0,26.0,21.1,23.28,
162,2022-01-07,18,,,,24.01,
163,2022-01-07,19,10.0,36.0,26.7,22.57,
164,2022-01-07,20,10.0,41.0,26.7,23.16,
165,2022-01-07,21,20.0,46.0,26.7,23.18,52.838412602385006
166,2022-01-07,22,360.0,57.0,27.2,22.13,
167,2022-01-07,23,10.0,57.0,27.2,21.53,
168,2022-01-08,0,15.0,51.5,26.95,22.87,
169,2022-01-08,1,10.0,46.0,26.1,23.05,79.89432041963485
170,2022-01-08,2,360.0,41.0,25.6,24.33,45.300255726634106
171,2022-01-08,3,360.0,26.0,24.4,21.58,
172,2022-01-08,4,10.0,26.0,24.4,23.22,
173,2022-01-08,5,340.0,17.0,23.2,24.5,
174,2022-01-08,6,300.0,21.0,23.05,22.86,
175,2022-01-08,7,240.0,18.0,22.1,23.5,
176,2022-01-08,8,,,,25.08,
177,2022-01-08,9,,,,23.58,
178,2022-01-08,10,250.0,21.0,20.0,25.74,
179,2022-01-08,11,260.0,17.0,20.733333333333334,26.37,
180,2022-01-08,12,255.0,25.166666666666668,20.733333333333334,25.02,
181,2022-01-08,13,240.0,21.0,20.0,25.47,62.6182094851532
182,2022-01-08,14,240.0,26.0,19.4,24.47,
183,2022-01-08,15,230.0,21.0,18.3,24.64,
184,2022-01-08,16,240.0,31.0,18.3,23.95,
185,2022-01-08,17,240.0,31.0,20.6,23.53,
186,2022-01-08,18,245.0,28.5,22.25,23.51,
187,2022-01-08,19,10.0,41.0,26.1,22.66,
188,2022-01-08,20,20.0,41.0,26.7,23.16,
189,2022-01-08,21,30.0,46.0,26.7,21.56,
190,2022-01-08,22,20.0,51.0,26.7,24.06,
191,2022-01-08,23,360.0,41.0,26.7,22.3,
192,2022-01-09,0,190.0,36.0,26.7,23.7,
193,2022-01-09,1,360.0,36.0,26.1,21.61,
194,2022-01-09,2,10.0,15.0,25.0,22.98,
195,2022-01-09,3,,,,23.65,
196,2022-01-09,4,,,,21.91,
197,2022-01-09,5,,,,24.15,
198,2022-01-09,6,,,,23.95,
199,2022-01-09,7,,,,25.02,
200,2022-01-09,8,220.0,15.0,21.1,23.98,61.26632599432807
201,2022-01-09,9,,,,24.71,
202,2022-01-09,10,,,,23.97,
203,2022-01-09,11,,,,25.12,
204,2022-01-09,12,,,,24.42,
205,2022-01-09,13,230.0,26.0,20.0,24.95,67.39070507184015
206,2022-01-09,14,230.0,26.0,19.4,25.21,
207,2022-01-09,15,230.0,31.0,19.4,24.81,
208,2022-01-09,16,230.0,26.0,18.9,24.61,
209,2022-01-09,17,230.0,26.0,20.0,23.88,
210,2022-01-09,18,230.0,23.5,21.65,24.19,
211,2022-01-09,19,110.0,21.0,25.6,23.17,
212,2022-01-09,20,,,,24.38,74.05636612591216
213,2022-01-09,21,80.0,41.0,27.133333333333336,22.42,
214,2022-01-09,22,100.0,36.0,27.2,22.71,
215,2022-01-09,23,43.333333333333336,36.0,26.8,22.81,76.57312404189085
216,2022-01-10,0,80.0,43.5,26.4,24.08,65.3009373756378
217,2022-01-10,1,90.0,31.0,25.3,24.45,
218,2022-01-10,2,90.0,26.0,25.0,24.23,
219,2022-01-10,3,125.0,23.5,23.95,22.8,
220,2022-01-10,4,215.0,18.0,23.15,23.42,
221,2022-01-10,5,,,,22.93,
222,2022-01-10,6,,,,23.05,
223,2022-01-10,7,176.0,17.4,22.44,22.77,
224,2022-01-10,8,,,,24.56,
225,2022-01-10,9,,,,26.12,
226,2022-01-10,10,190.0,15.0,19.4,25.18,
227,2022-01-10,11,210.0,21.0,19.4,24.03,
228,2022-01-10,12,210.0,21.0,19.15,25.21,
229,2022-01-10,13,210.0,21.0,18.3,24.67,
230,2022-01-10,14,200.0,31.0,17.8,25.31,
231,2022-01-10,15,,,,25.23,
232,2022-01-10,16,210.0,21.0,18.3,22.73,
233,2022-01-10,17,220.0,31.0,20.0,251.94405063277148,
234,2022-01-10,18,215.0,23.0,21.65,205.38005651743066,
235,2022-01-10,19,,,,23.78,
236,2022-01-10,20,30.0,41.0,26.7,21.86,
237,2022-01-10,21,40.0,31.0,27.8,21.73,
238,2022-01-10,22,10.0,41.0,27.8,22.51,
239,2022-01-10,23,,,,23.04,
240,2022-01-11,0,,,,23.9,
241,2022-01-11,1,10.0,26.0,25.6,22.04,
242,2022-01-11,2,360.0,21.0,26.1,21.96,
243,2022-01-11,3,,,,23.08,
244,2022-01-11,4,310.0,15.0,23.9,21.95,
245,2022-01-11,5,,,,23.59,
246,2022-01-11,6,,,,22.92,
247,2022-01-11,7,210.0,26.0,21.7,24.55,
248,2022-01-11,8,240.0,26.0,21.1,26.32,
249,2022-01-11,9,,,,24.7,
250,2022-01-11,10,240.0,26.0,20.0,23.89,
251,2022-01-11,11,230.0,26.0,20.0,26.44,
252,2022-01-11,12,235.0,28.5,20.0,25.18,71.08745018903444
253,2022-01-11,13,230.0,26.0,19.4,227.16813581317447,
254,2022-01-11,14,230.0,41.0,19.4,25.96,48.16354399879998
255,2022-01-11,15,230.0,26.0,19.4,25.58,
256,2022-01-11,16,230.0,31.0,19.4,23.82,
257,2022-01-11,17,230.0,26.0,20.6,24.04,68.63494516848023
258,2022-01-11,18,225.0,20.5,22.25,24.17,
259,2022-01-11,19,,,,23.84,
260,2022-01-11,20,40.0,26.0,27.8,23.63,
261,2022-01-11,21,10.0,21.0,27.8,22.9,66.97581208723884
262,2022-01-11,22,20.0,36.0,27.8,22.18,
263,2022-01-11,23,50.0,46.0,27.2,22.29,
264,2022-01-12,0,55.0,38.5,26.95,24.06,
265,2022-01-12,1,40.0,31.0,26.1,21.94,
266,2022-01-12,2,30.0,36.0,26.1,22.29,
267,2022-01-12,3,20.0,15.0,25.0,23.59,
268,2022-01-12,4,360.0,15.0,24.4,21.56,
269,2022-01-12,5,290.0,25.666666666666668,23.933333333333334,23.9,
270,2022-01-12,6,265.0,18.0,23.35,24.26,
271,2022-01-12,7,,,,23.27,
272,2022-01-12,8,250.0,41.0,21.7,24.65,
273,2022-01-12,9,,,,25.26,
274,2022-01-12,10,240.0,29.333333333333332,20.733333333333334,24.86,
275,2022-01-12,11,,,,26.26,
276,2022-01-12,12,,,,26.36,
277,2022-01-12,13,222.0,29.0,19.24,24.35,
278,2022-01-12,14,232.5,23.0,19.2,23.68,
279,2022-01-12,15,243.33333333333334,31.0,20.0,24.12,
280,2022-01-12,16,240.0,36.0,20.8,22.75,
281,2022-01-12,17,220.0,26.0,21.1,23.48,
282,2022-01-12,18,237.5,22.25,21.6,24.55,
283,2022-01-12,19,,,,25.07,
284,2022-01-12,20,133.33333333333334,22.333333333333332,24.833333333333332,23.26,
285,2022-01-12,21,114.0,23.0,25.860000000000003,23.16,
286,2022-01-12,22,92.0,36.0,26.560000000000002,23.03,
287,2022-01-12,23,130.0,36.0,26.7,23.47,
288,2022-01-13,0,110.0,38.5,26.7,22.22,
289,2022-01-13,1,110.0,21.0,25.6,23.03,
290,2022-01-13,2,90.0,26.0,25.0,23.69,
291,2022-01-13,3,90.0,21.0,24.4,22.86,
292,2022-01-13,4,,,,23.36,
293,2022-01-13,5,260.0,26.0,23.15,24.33,
294,2022-01-13,6,245.0,23.5,22.75,22.57,
295,2022-01-13,7,206.66666666666666,32.666666666666664,21.8,24.2,
296,2022-01-13,8,200.0,31.0,21.7,24.94,
297,2022-01-13,9,,,,26.38,
298,2022-01-13,10,,,,24.46,
299,2022-01-13,11,,,,26.43,
300,2022-01-13,12,,,,26.48,
301,2022-01-13,13,,,,25.51,
302,2022-01-13,14,200.0,15.0,20.0,25.48,
303,2022-01-13,15,230.0,26.0,20.0,25.56,
304,2022-01-13,16,220.0,36.0,20.0,25.19,
305,2022-01-13,17,240.0,26.0,21.1,25.18,
306,2022-01-13,18,225.0,23.5,22.75,24.62,
307,2022-01-13,19,170.0,21.0,26.1,25.21,
308,2022-01-13,20,130.0,26.0,26.7,23.67,
309,2022-01-13,21,130.0,62.0,27.2,23.64,
310,2022-01-13,22,110.0,62.0,27.2,24.39,
311,2022-01-13,23,100.0,67.0,27.8,22.26,
312,2022-01-14,0,110.0,67.0,26.950000000000003,22.99,74.74104328863923
313,2022-01-14,1,100.0,62.0,25.6,23.27,
314,2022-01-14,2,116.66666666666667,47.666666666666664,25.53333333333333,24.17,
315,2022-01-14,3,160.0,15.0,23.9,23.11,80.13082590043442
316,2022-01-14,4,210.0,15.0,22.8,24.44,
317,2022-01-14,5,210.0,15.0,22.8,245.85851836596072,
318,2022-01-14,6,205.0,15.0,22.5,24.37,
319,2022-01-14,7,210.0,15.0,21.7,24.4,
320,2022-01-14,8,210.0,26.0,21.7,23.87,
321,2022-01-14,9,,,,25.59,
322,2022-01-14,10,230.0,26.0,20.0,25.94,
323,2022-01-14,11,240.0,36.0,19.4,24.61,
324,2022-01-14,12,235.0,33.5,19.4,25.37,
325,2022-01-14,13,230.0,31.0,17.8,24.93,
326,2022-01-14,14,240.0,46.0,18.3,25.8,
327,2022-01-14,15,230.0,41.0,18.3,23.54,
328,2022-01-14,16,230.0,46.0,18.3,22.65,
329,2022-01-14,17,232.5,33.5,19.075,23.92,
330,2022-01-14,18,240.0,38.5,20.25,24.4,
331,2022-01-14,19,,,,22.72,
332,2022-01-14,20,140.0,31.0,26.1,23.65,
333,2022-01-14,21,120.0,62.0,26.7,23.42,
334,2022-01-14,22,100.0,57.0,25.6,23.09,
335,2022-01-14,23,120.0,51.0,26.1,23.06,
336,2022-01-15,0,115.0,54.0,26.65,23.56,
337,2022-01-15,1,100.0,57.0,26.1,23.09,77.79819620219652
338,2022-01-15,2,120.0,46.0,25.0,23.5,
339,2022-01-15,3,140.0,26.0,23.9,22.7,
340,2022-01-15,4,180.0,21.0,22.2,23.45,
341,2022-01-15,5,210.0,26.0,21.7,22.5,62.59715401398455
342,2022-01-15,6,220.0,26.0,21.4,25.36,
343,2022-01-15,7,210.0,31.0,20.6,25.16,
344,2022-01-15,8,220.0,31.0,20.0,24.84,
345,2022-01-15,9,,,,26.12,
346,2022-01-15,10,230.0,26.0,19.4,25.69,72.54688862760783
347,2022-01-15,11,230.0,21.0,18.9,26.14,
348,2022-01-15,12,230.0,23.5,18.6,26.14,71.2529788490902
349,2022-01-15,13,240.0,31.0,18.3,23.85,
350,2022-01-15,14,230.0,36.0,18.9,24.58,57.973761421138576
351,2022-01-15,15,230.0,36.0,18.3,26.08,
352,2022-01-15,16,230.0,31.0,18.3,23.63,
353,2022-01-15,17,220.0,31.0,20.0,24.03,
354,2022-01-15,18,235.0,28.5,21.65,25.47,
355,2022-01-15,19,,,,25.39,
356,2022-01-15,20,,,,22.86,
357,2022-01-15,21,62.0,31.0,26.28,23.05,
358,2022-01-15,22,110.0,41.0,27.8,22.03,
359,2022-01-15,23,110.0,57.0,26.1,23.77,
360,2022-01-16,0,105.0,57.0,25.85,22.39,
361,2022-01-16,1,112.5,41.0,24.2,23.66,
362,2022-01-16,2,130.0,26.0,24.4,21.83,
363,2022-01-16,3,160.0,15.0,23.9,24.33,65.06461167742059
364,2022-01-16,4,210.0,26.0,23.3,21.78,
365,2022-01-16,5,240.0,36.0,22.8,24.43,64.70100056968435
366,2022-01-16,6,240.0,31.0,22.5,23.87,
367,2022-01-16,7,210.0,31.0,22.2,24.66,
368,2022-01-16,8,200.0,15.0,22.8,24.42,
369,2022-01-16,9,,,,24.33,
370,2022-01-16,10,,,,25.23,
371,2022-01-16,11,,,,25.85,65.3275158777312
372,2022-01-16,12,,,,26.29,
373,2022-01-16,13,220.0,31.0,20.6,26.48,
374,2022-01-16,14,220.0,31.0,20.0,25.0,
375,2022-01-16,15,230.0,26.0,20.6,24.89,
376,2022-01-16,16,230.0,31.0,18.9,24.76,
377,2022-01-16,17,230.0,26.0,20.0,24.83,
378,2022-01-16,18,225.0,23.5,21.65,23.15,
379,2022-01-16,19,170.0,21.0,26.1,23.91,
380,2022-01-16,20,100.0,41.0,27.2,23.78,
381,2022-01-16,21,110.0,41.0,27.2,23.23,75.79404416587951
382,2022-01-16,22,100.0,51.0,27.8,21.51,
383,2022-01-16,23,110.0,46.0,26.1,23.89,
384,2022-01-17,0,100.0,51.5,25.85,24.1,
385,2022-01-17,1,100.0,41.0,25.0,22.55,
386,2022-01-17,2,80.0,21.0,25.0,23.72,
387,2022-01-17,3,90.0,15.0,23.9,22.75,
388,2022-01-17,4,200.0,21.0,23.3,23.31,
389,2022-01-17,5,230.0,36.0,21.7,22.05,
390,2022-01-17,6,240.0,31.0,21.7,24.71,46.7061407706505
391,2022-01-17,7,220.0,15.0,21.1,22.59,
392,2022-01-17,8,,,,25.38,
393,2022-01-17,9,,,,25.12,
394,2022-01-17,10,230.0,31.0,19.4,23.65,
395,2022-01-17,11,240.0,31.0,19.4,24.57,67.36212029088566
396,2022-01-17,12,235.0,31.0,19.15,24.01,66.17856039883536
397,2022-01-17,13,230.0,21.0,18.9,25.36,
398,2022-01-17,14,230.0,26.0,18.3,24.74,
399,2022-01-17,15,240.0,36.0,18.3,24.73,
400,2022-01-17,16,240.0,31.0,18.3,22.94,
401,2022-01-17,17,230.0,31.0,19.4,22.51,
402,2022-01-17,18,225.0,26.0,21.1,25.42,
403,2022-01-17,19,160.0,31.0,25.6,23.26,
404,2022-01-17,20,100.0,41.0,27.2,23.63,
405,2022-01-17,21,120.0,36.0,27.2,22.14,74.39830717848125
406,2022-01-17,22,100.0,51.0,27.8,22.03,
407,2022-01-17,23,120.0,51.0,27.8,23.46,
408,2022-01-18,0,115.0,48.5,27.5,21.76,82.36558888226457
409,2022-01-18,1,110.0,57.0,26.7,24.15,65.28396456912338
410,2022-01-18,2,130.0,46.0,25.6,23.54,
411,2022-01-18,3,130.0,36.0,23.9,22.39,
412,2022-01-18,4,150.0,15.0,22.8,23.19,
413,2022-01-18,5,210.0,26.0,22.2,23.6,
414,2022-01-18,6,210.0,23.5,22.2,23.97,
415,2022-01-18,7,210.0,26.0,21.1,23.88,
416,2022-01-18,8,210.0,21.0,21.1,23.99,
417,2022-01-18,9,,,,25.18,
418,2022-01-18,10,,,,25.84,
419,2022-01-18,11,240.0,21.0,21.1,26.48,68.35282531478163
420,2022-01-18,12,235.0,21.0,20.85,25.42,
421,2022-01-18,13,,,,25.5,
422,2022-01-18,14,,,,24.78,
423,2022-01-18,15,180.0,26.0,20.6,25.06,
424,2022-01-18,16,250.0,26.0,20.6,24.58,
425,2022-01-18,17,240.0,31.0,21.1,22.67,
426,2022-01-18,18,215.0,26.0,22.200000000000003,23.52,
427,2022-01-18,19,140.0,46.0,25.0,23.29,
428,2022-01-18,20,140.0,41.0,23.9,24.39,58.60582641446593
429,2022-01-18,21,180.0,46.0,26.1,21.7,76.39884813142424
430,2022-01-18,22,130.0,62.0,26.7,21.91,
431,2022-01-18,23,190.0,41.0,23.9,22.76,
432,2022-01-19,0,185.0,41.0,23.9,22.05,
433,2022-01-19,1,230.0,21.0,23.9,23.34,
434,2022-01-19,2,,,,23.74,
435,2022-01-19,3,,,,22.67,
436,2022-01-19,4,220.0,15.0,23.3,24.03,54.68448370239332
437,2022-01-19,5,240.0,26.0,22.8,23.77,
438,2022-01-19,6,220.0,23.5,22.25,24.19,
439,2022-01-19,7,220.0,21.0,21.1,24.48,
440,2022-01-19,8,240.0,15.0,20.0,25.71,86.60913744314468
441,2022-01-19,9,,,,25.39,
442,2022-01-19,10,240.0,31.0,18.9,25.91,
443,2022-01-19,11,230.0,36.0,18.9,25.26,
444,2022-01-19,12,230.0,38.5,18.9,25.63,
445,2022-01-19,13,240.0,36.0,18.9,24.72,
446,2022-01-19,14,230.0,36.0,18.9,26.33,
447,2022-01-19,15,230.0,36.0,18.3,24.2,66.3126922306091
448,2022-01-19,16,230.0,36.0,18.9,24.16,
449,2022-01-19,17,240.0,41.0,20.0,24.61,
450,2022-01-19,18,225.0,28.0,21.1,23.84,
451,2022-01-19,19,320.0,26.0,24.4,24.28,
452,2022-01-19,20,160.0,15.0,25.6,21.88,61.865895375808876
453,2022-01-19,21,,,,24.25,
454,2022-01-19,22,110.0,46.0,27.8,24.03,55.73159144631466
455,2022-01-19,23,100.0,46.0,27.2,22.87,
456,2022-01-20,0,100.0,48.5,27.2,23.21,
457,2022-01-20,1,120.0,57.0,26.7,22.58,
458,2022-01-20,2,106.0,45.4,25.2,24.14,
459,2022-01-20,3,110.0,41.0,23.933333333333334,22.27,59.817902880344924
460,2022-01-20,4,110.0,37.666666666666664,23.2,22.74,
461,2022-01-20,5,110.0,41.0,22.2,22.38,
462,2022-01-20,6,116.66666666666667,42.111111111111114,22.0,22.55,
463,2022-01-20,7,150.0,46.0,20.6,23.34,
464,2022-01-20,8,240.0,31.0,21.1,25.12,
465,2022-01-20,9,,,,23.74,
466,2022-01-20,10,240.0,26.0,21.7,25.84,67.6348368383314
467,2022-01-20,11,240.0,31.0,21.1,25.04,
468,2022-01-20,12,230.0,38.5,21.35,24.88,
469,2022-01-20,13,250.0,41.0,21.1,23.94,
470,2022-01-20,14,150.0,26.0,20.6,24.66,60.74735452054931
471,2022-01-20,15,,,,25.87,
472,2022-01-20,16,90.0,21.0,21.1,23.07,
473,2022-01-20,17,,,,25.49,
474,2022-01-20,18,,,,23.43,
475,2022-01-20,19,230.0,40.0,21.080000000000002,22.65,
476,2022-01-20,20,260.0,46.0,23.9,22.72,47.88583368987119
477,2022-01-20,21,250.0,46.0,25.6,23.7,
478,2022-01-20,22,180.0,57.0,25.0,24.07,
479,2022-01-20,23,140.0,46.0,25.0,22.4,
480,2022-01-21,0,130.0,46.0,24.7,23.53,
481,2022-01-21,1,170.0,21.0,25.0,22.21,
482,2022-01-21,2,170.0,21.0,25.0,24.15,
483,2022-01-21,3,130.0,31.0,23.9,21.87,
484,2022-01-21,4,200.0,21.0,22.8,23.83,
485,2022-01-21,5,220.0,15.0,22.8,23.78,
486,2022-01-21,6,,,,24.89,
487,2022-01-21,7,240.0,15.0,21.7,25.15,
488,2022-01-21,8,230.0,15.0,21.7,25.93,
489,2022-01-21,9,,,,23.55,
490,2022-01-21,10,220.0,17.0,21.8,24.67,
491,2022-01-21,11,235.0,18.0,21.85,24.25,
492,2022-01-21,12,230.0,18.0,21.7,24.64,
493,2022-01-21,13,230.0,15.0,21.7,25.63,
494,2022-01-21,14,220.0,26.0,20.0,25.21,
495,2022-01-21,15,230.0,21.0,20.0,25.83,
496,2022-01-21,16,230.0,26.0,19.4,24.15,
497,2022-01-21,17,230.0,28.5,20.0,23.08,52.13764197327347
498,2022-01-21,18,,,,25.14,
499,2022-01-21,19,,,,25.36,74.46665717418017
500,2022-01-21,20,70.0,36.0,26.1,22.01,
501,2022-01-21,21,70.0,51.0,26.7,23.25,
502,2022-01-21,22,,,,21.73,
